CITY,Country,full.location.name,latitude.y,longitude.y,TMN,ETMN
Tulsa,United States,"Tulsa, Oklahoma, United States",36.1539816,-95.992775,1,1
Tultepec,Mexico,"Tultepec, Mexico",19.6848383,-99.1295326,1,
Tumbes,Peru,"Tumbes, Peru",-3.5564921,-80.4270885,1,
Tumeltsham,Austria,"Tumeltsham, Austria",48.2306037,13.5014174,1,1
Tunan Marca,Peru,"Tunan Marca, Peru",-11.7194156,-75.5917092,1,
Tunceli,Turkey,"Tunceli, Turkey",39.10617,39.548259,1,
Tunis,Tunisia,"Tunis, Tunisia",36.8064948,10.1815316,8,2
Tunja,Colombia,"Tunja, Colombia",5.5446422,-73.3575572,1,1
Tuntange,Luxembourg,"Tuntange, Luxembourg",49.717894,6.0094769,1,
Tupac Amaru Inca,Peru,"Tupac Amaru Inca, Peru",-7.1623404,-78.4614158,1,
Turbigo,Italy,"Turbigo, Italy",45.5329915,8.736665,1,1
Tureh,"Iran, Islamic Republic of","Tureh, Iran, Islamic Republic of",34.0444641,49.2879454,1,
Türi,Estonia,"Türi, Estonia",58.807924,25.428707,1,
Turin,Italy,"Turin, Italy",45.070312,7.6868565,9,3
Türkeli,Turkey,"Türkeli, Turkey",41.948421,34.336953,1,1
Turku,Finland,"Turku, Finland",60.4518126,22.2666303,5,4
Turnau,Austria,"Turnau, Austria",47.5580507,15.3379162,1,1
Turnhout,Belgium,"Turnhout, Belgium",51.3216509,4.9375577,2,
Turón,Spain,"Turón, Spain",36.8641989,-3.0573069,1,1
Turrubares,Costa Rica,"Turrubares, Costa Rica",9.9084391,-84.4411023,1,
Tuscany,Italy,"Tuscany, Italy",43.7710513,11.2486208,1,1
Tuttlingen,Germany,"Tuttlingen, Germany",47.9823316,8.8192095,1,1
Tuymazy,Russia Federation,"Tuymazy, Russia Federation",54.598534,53.6921837,1,
Tver,Russia Federation,"Tver, Russia Federation",56.8587214,35.9175965,1,
Twifo Hemang Lower Denkyira,Ghana,"Twifo Hemang Lower Denkyira, Ghana",NA,NA,1,
Tybee Island,United States,"Tybee Island, Georgia, United States",32.0002152,-80.845666,1,1
Tyresö,Sweden,"Tyresö, Sweden",59.2425954,18.2833919,1,1
Tyumen,Russia Federation,"Tyumen, Russia Federation",57.1612975,65.5250172,1,
Ubari,Libyan Arab Jamahiriya,"Ubari, Libyan Arab Jamahiriya",26.5810176,12.7939759,1,
Ube,Japan,"Ube, Japan",33.9515087,131.2467858,1,1
Úbeda,Spain,"Úbeda, Spain",38.0114236,-3.3712457,1,
Übelbach,Austria,"Übelbach, Austria",47.2255096,15.2340661,1,1
Uberlandia,Brazil,"Uberlandia, Brazil",-18.9146078,-48.2753801,1,1
Überlingen,Germany,"Überlingen, Germany",47.7661746,9.1702772,2,1
Übersaxen,Austria,"Übersaxen, Austria",47.2528362,9.6724508,1,1
Übersee,Germany,"Übersee, Germany",47.8176406,12.4808143,1,
Ubiale Clanezzo,Italy,"Ubiale Clanezzo, Italy",45.7897942,9.6146378,1,1
Ubinas,Peru,"Ubinas, Peru",-16.355,-70.903056,1,
Ubon Ratchathani,Thailand,"Ubon Ratchathani, Thailand",15.2448453,104.8472995,1,
UCLG Africa,"Tanzania, United Republic of","UCLG Africa, Tanzania, United Republic of",-8.783195,34.508523,2,1
UCLG Eurasia,Russia Federation,"UCLG Eurasia, Russia Federation",55.796493,49.112236,1,
Ucria,Italy,"Ucria, Italy",38.0434784,14.8792762,1,
Udaipur,India,"Udaipur, India",24.585445,73.712479,2,
Uden,Netherlands,"Uden, Netherlands",51.6631071,5.6239228,1,
Udine,Italy,"Udine, Italy",46.0710668,13.2345794,3,1
Udon Thani,Thailand,"Udon Thani, Thailand",17.3646969,102.8158924,1,1
Udonthani,Thailand,"Udonthani, Thailand",17.3646969,102.8158924,1,
Uelzen,Germany,"Uelzen, Germany",52.9658199,10.5580304,2,1
Ufa,Russia Federation,"Ufa, Russia Federation",54.7387621,55.9720554,2,
Uggiate-Trevano,Italy,"Uggiate-Trevano, Italy",45.8234438,8.9592718,1,1
Ugorsk,Russia Federation,"Ugorsk, Russia Federation",61.3138277,63.3429553,1,
Uijeongbu,"Korea, Republic of","Uijeongbu, Korea, Republic of",37.738098,127.0336819,1,
Uitgeest,Netherlands,"Uitgeest, Netherlands",52.5312254,4.7120459,1,
Uiwang City,"Korea, Republic of","Uiwang City, Korea, Republic of",37.344701,126.9683104,2,1
Ukhta,Russia Federation,"Ukhta, Russia Federation",63.567321,53.7471594,1,
Ulaanbaatar,Mongolia,"Ulaanbaatar, Mongolia",47.8863988,106.9057439,10,7
Ulan-Ude,Russia Federation,"Ulan-Ude, Russia Federation",51.8238785,107.607338,1,
Ulcinj,Montenegro,"Ulcinj, Montenegro",41.9310884,19.2147632,1,
Ullastrell,Spain,"Ullastrell, Spain",41.5295517,1.9636914,1,
Ulldecona,Spain,"Ulldecona, Spain",40.5970153,0.4443409,1,
Ullensaker,Norway,"Ullensaker, Norway",60.1349136,11.1637891,1,
Ulm,Germany,"Ulm, Germany",48.4010822,9.9876076,4,2
Ulrichsberg,Austria,"Ulrichsberg, Austria",48.677855,13.9100272,1,1
Ulrichskirchen-Schleinbach,Austria,"Ulrichskirchen-Schleinbach, Austria",48.4146072,16.4793198,1,1
Ulsan,"Korea, Republic of","Ulsan, Korea, Republic of",35.5383773,129.3113596,4,2
Ulsan Nam gu,"Korea, Republic of","Ulsan Nam gu, Korea, Republic of",35.543683,129.3298017,1,
Ultimo,Australia,"Ultimo, Australia",-33.88223,151.19696,1,1
Ulvik,Norway,"Ulvik, Norway",60.5714916,6.9156249,1,
Ulyanovsk,Russia Federation,"Ulyanovsk, Russia Federation",54.3181598,48.3837914,2,
Um Al-Naser,United Arab Emirates,"Um Al-Naser, United Arab Emirates",25.493848,55.547347,1,
Umachiri,Peru,"Umachiri, Peru",-14.852605,-70.7540166,1,
Umbertide,Italy,"Umbertide, Italy",43.3055726,12.3278681,1,1
Umbrete,Spain,"Umbrete, Spain",37.3681512,-6.1566754,1,1
Umbria,Italy,"Umbria, Italy",42.938004,12.6216211,1,
Umea,Sweden,"Umea, Sweden",63.9564639,20.3264974,5,3
uMgungundlovu,South Africa,"uMgungundlovu, South Africa",-29.5100663,30.3435506,1,1
Umm Al Quwain,United Arab Emirates,"Umm Al Quwain, United Arab Emirates",25.5204824,55.7133909,1,
Umm Salal,Qatar,"Umm Salal, Qatar",25.4875242,51.396568,1,
Umuarama,Brazil,"Umuarama, Brazil",-23.7661064,-53.3206105,1,
UNCRC Policy Center,Cyprus,"UNCRC Policy Center, Cyprus",35.142125,33.374598,1,
Ungenach,Austria,"Ungenach, Austria",48.0471853,13.6139072,1,1
Ungersheim,France,"Ungersheim, France",47.877896,7.304005,1,
Unieux,France,"Unieux, France",45.40582,4.268712,1,
Union City,United States,"Union City, New Jersey, United States",40.7795455,-74.0237512,1,1
Unione Bassa Est Parmense,Italy,"Unione Bassa Est Parmense, Italy",44.84739,10.44518,1,1
University City,United States,"University City, Missouri, United States",38.6682407,-90.3324856,1,1
University Thessaloniki,Greece,"University Thessaloniki, Greece",40.6308283,22.9592224,1,
Unley,Australia,"Unley, Australia",-34.95,138.6,1,
Unna,Germany,"Unna, Germany",51.5426349,7.6853114,1,
Unterrabnitz-Schwendgraben,Austria,"Unterrabnitz-Schwendgraben, Austria",47.4552906,16.3688088,1,1
Unterschleißheim,Germany,"Unterschleißheim, Germany",48.28412,11.5672,1,1
Untersiebenbrunn,Austria,"Untersiebenbrunn, Austria",48.2552017,16.7466619,1,1
Unterstinkenbrunn,Austria,"Unterstinkenbrunn, Austria",48.66792,16.345116,1,1
Unterweißenbach,Austria,"Unterweißenbach, Austria",48.4355328,14.7852816,1,1
Unterweitersdorf,Austria,"Unterweitersdorf, Austria",48.3673766,14.4684966,1,1
Upala,Costa Rica,"Upala, Costa Rica",10.8979462,-85.0155499,1,
Upper Hutt City,New Zealand,"Upper Hutt City, New Zealand",-41.1244327,175.0707834,1,
Uppsala,Sweden,"Uppsala, Sweden",59.8585638,17.6389267,6,3
Urban Community of Greater Nancy,France,"Urban Community of Greater Nancy, France",48.685657,6.174733,1,1
Urbana,United States,"Urbana, Illinois, United States",40.1105875,-88.2072697,2,1
Urbino,Italy,"Urbino, Italy",43.7529263,12.644587,1,
Urdaneta,Philippines,"Urdaneta, Philippines",15.9758027,120.5706933,1,
Urgnano,Italy,"Urgnano, Italy",45.5988028,9.6947276,1,1
Urk,Netherlands,"Urk, Netherlands",52.6630533,5.5989465,1,
Urmia,"Iran, Islamic Republic of","Urmia, Iran, Islamic Republic of",37.5498061,45.0786282,1,
Uruapan,Mexico,"Uruapan, Mexico",19.4064492,-102.0430476,1,
Uryupinsk,Russia Federation,"Uryupinsk, Russia Federation",50.7974183,42.0056002,1,
Used,Spain,"Used, Spain",41.0553316,-1.5608232,1,
Useldange,Luxembourg,"Useldange, Luxembourg",49.7686733,5.981222,1,
Ushuaia,Argentina,"Ushuaia, Argentina",-54.8019121,-68.3029511,1,
Usingen,Germany,"Usingen, Germany",50.3353122,8.5320064,1,
Usmate Velate,Italy,"Usmate Velate, Italy",45.6501261,9.3429671,1,1
Usti Nad Labem,Czechia,"Usti Nad Labem, Czechia",50.6611164,14.0531456,1,
Ustka,Poland,"Ustka, Poland",54.5805607,16.861891,1,1
Ust-Kamenogorsk,Kazakstan,"Ust-Kamenogorsk, Kazakstan",49.9749295,82.6017244,1,
Ust-Katav,Russia Federation,"Ust-Katav, Russia Federation",54.9311695,58.1645713,1,
Utrecht,Netherlands,"Utrecht, Netherlands",52.0907374,5.1214201,7,5
Utrechtse Heuvelrug,Netherlands,"Utrechtse Heuvelrug, Netherlands",52.0522029,5.2824946,1,
Utrera,Spain,"Utrera, Spain",37.1848134,-5.7795147,1,1
Utting am Ammersee,Germany,"Utting am Ammersee, Germany",48.0236414,11.0868353,1,
Uvarovo,Russia Federation,"Uvarovo, Russia Federation",51.9724727,42.2641577,1,
Vaagaa,Norway,"Vaagaa, Norway",61.8749019,9.0912759,1,
Vaasa,Finland,"Vaasa, Finland",63.095089,21.6164564,1,1
Vacarisses,Spain,"Vacarisses, Spain",41.5951917,1.9196949,2,1
Vacoas-Phoenix,Mauritius,"Vacoas-Phoenix, Mauritius",-20.2973067,57.496673,2,2
Vado Ligure,Italy,"Vado Ligure, Italy",44.2691047,8.4397819,1,
Vadodara,India,"Vadodara, India",22.3071588,73.1812187,2,2
Vahidiye,"Iran, Islamic Republic of","Vahidiye, Iran, Islamic Republic of",35.6064195,51.0340918,1,
Vaihingen,Germany,"Vaihingen, Germany",48.9334357,8.961208,1,1
Vaihingen an der Enz,Germany,"Vaihingen an der Enz, Germany",48.9334357,8.961208,1,
Vajargah,"Iran, Islamic Republic of","Vajargah, Iran, Islamic Republic of",37.038818,50.403515,1,
Val Brembilla,Italy,"Val Brembilla, Italy",45.8210555,9.595914,1,1
Val d'Oise,France,"Val d'Oise, France",49.0615901,2.1581351,1,
Valašské Mezi?í?í,Czechia,"Valašské Mezi?í?í, Czechia",49.4718042,17.9711369,1,
Valbonne,France,"Valbonne, France",43.64152,7.009186,1,1
Valbrembo,Italy,"Valbrembo, Italy",45.7165393,9.6046288,1,1
Valdagno,Italy,"Valdagno, Italy",45.6448315,11.3024802,1,
Valdelinares,Spain,"Valdelinares, Spain",40.3917713,-0.606503,1,
Val-de-Marne,France,"Val-de-Marne, France",48.7931426,2.4740337,2,
Valderice,Italy,"Valderice, Italy",38.0369287,12.6121285,1,
Valderrubio,Spain,"Valderrubio, Spain",37.2346241,-3.8182821,1,1
Valdidentro,Italy,"Valdidentro, Italy",46.4983832,10.2793724,1,
Valdisotto,Italy,"Valdisotto, Italy",46.4145321,10.3468732,1,1
Valdivia,Chile,"Valdivia, Chile",-39.8195857,-73.2452103,1,1
Valença,Portugal,"Valença, Portugal",42.0268751,-8.6421522,1,
Valencia,Spain,"Valencia, Spain",39.4699075,-0.3762881,3,1
Valenciennes,France,"Valenciennes, France",50.357113,3.518332,1,
Valencina de la Concepción,Spain,"Valencina de la Concepción, Spain",37.4148311,-6.0771864,1,1
Valenton,France,"Valenton, France",48.749736,2.459965,1,
Valenzuela,Philippines,"Valenzuela, Philippines",14.7010556,120.9830225,1,
Valera,Switzerland,"Valera, Switzerland",45.8576734,8.9611003,1,
Valetta,Malta,"Valetta, Malta",35.8989085,14.5145528,1,
Valfabbrica,Italy,"Valfabbrica, Italy",43.1588812,12.6011644,1,
Valladolid,Spain,"Valladolid, Spain",41.652251,-4.7245321,2,1
Vallarsa,Italy,"Vallarsa, Italy",45.7905752,11.1253551,1,1
Valle d’Aosta,Italy,"Valle d’Aosta, Italy",45.7388878,7.4261866,1,
Valle di Cadore,Italy,"Valle di Cadore, Italy",46.4150669,12.3251575,1,
Valle Guanape/Carvajal,Venezuela,"Valle Guanape/Carvajal, Venezuela",9.9100521,-65.6747709,1,
Valle Salimbene,Italy,"Valle Salimbene, Italy",45.1658773,9.2319456,1,
Valledupar,Colombia,"Valledupar, Colombia",10.4742449,-73.2436335,2,2
Vallée de Montmorency,France,"Vallée de Montmorency, France",48.9909683,2.2946324,1,
Vallemaio,Italy,"Vallemaio, Italy",41.3655857,13.8112114,1,
Vallendar,Germany,"Vallendar, Germany",50.397136,7.622022,1,1
Valletta,Malta,"Valletta, Malta",35.8989085,14.5145528,4,1
Valleve,Italy,"Valleve, Italy",46.0278572,9.7437305,1,1
Valli S.O.L. (Stura,Italy,"Valli S.O.L. (Stura, Italy",41.5672753,12.5412276,1,1
Vallirana,Spain,"Vallirana, Spain",41.3848607,1.9317305,1,1
Vallo di Diano e Tanagro,Italy,"Vallo di Diano e Tanagro, Italy",40.457204,15.4802661,1,1
Vallromanes,Spain,"Vallromanes, Spain",41.5233876,2.2975183,1,
Valls,Spain,"Valls, Spain",41.2854449,1.2494589,1,
Valmadrera,Italy,"Valmadrera, Italy",45.8469661,9.3597616,1,1
Valmiera,Latvia,"Valmiera, Latvia",57.5384659,25.4263618,1,
Valnegra,Italy,"Valnegra, Italy",45.9539378,9.6853523,1,1
Valongo,Portugal,"Valongo, Portugal",41.188745,-8.4983411,1,
Valparaiso,Chile,"Valparaiso, Chile",-33.047238,-71.6126885,2,1
Valparaíso,Chile,"Valparaíso, Chile",-33.047238,-71.6126885,1,
Valparaíso de Goiás,Brazil,"Valparaíso de Goiás, Brazil",-16.0655297,-47.9761119,1,
Valstagna,Italy,"Valstagna, Italy",45.8572633,11.6589719,1,1
Valtorta,Italy,"Valtorta, Italy",45.9775353,9.5318134,1,1
Valverde Vega,Costa Rica,"Valverde Vega, Costa Rica",10.2325284,-84.2910759,1,
Vancouver,Canada,"Vancouver, Canada",49.2827291,-123.1207375,7,5
Vandoies,Italy,"Vandoies, Italy",46.8167276,11.7229919,1,1
Vang,United States,"Vang, North Dakota, United States",48.9058303,-98.1248251,1,
Vanini,Brazil,"Vanini, Brazil",-28.4763265,-51.8452323,1,
Vantaa,Finland,"Vantaa, Finland",60.2933524,25.0377686,5,4
Vanzaghello,Italy,"Vanzaghello, Italy",45.579015,8.784448,1,1
Vanzago,Italy,"Vanzago, Italy",45.5268051,8.9948444,1,1
Vaprio D'Adda,Italy,"Vaprio D'Adda, Italy",45.5768405,9.5311364,1,1
Vara,Sweden,"Vara, Sweden",58.261781,12.960194,1,1
Varages,France,"Varages, France",43.596359,5.960527,1,
Varamin,"Iran, Islamic Republic of","Varamin, Iran, Islamic Republic of",35.3252407,51.6471987,1,
Varanasi,India,"Varanasi, India",25.3176452,82.9739144,3,
Varano Borghi,Italy,"Varano Borghi, Italy",45.7676679,8.7030082,1,1
Varavi,"Iran, Islamic Republic of","Varavi, Iran, Islamic Republic of",27.4675502,53.0539538,1,
Varaždin,Croatia,"Varaždin, Croatia",46.305746,16.3366066,1,
Varazdinska zupanija,Croatia,"Varazdinska zupanija, Croatia",46.2317473,16.3360558,1,
Varberg,Sweden,"Varberg, Sweden",57.107118,12.2520907,1,
Vardanjan,United States,"Vardanjan, California, United States",34.1466218,-118.2492201,1,
Varedo,Italy,"Varedo, Italy",45.5991187,9.1577441,1,1
Varel,Germany,"Varel, Germany",53.3961959,8.1368242,1,
Varena,Italy,"Varena, Italy",45.9893616,9.2899277,1,1
Varennes-Vauzelles,France,"Varennes-Vauzelles, France",47.0117913,3.1388543,1,
Vargas,Venezuela,"Vargas, Venezuela",10.5890015,-66.7367345,1,
Varkaus,Finland,"Varkaus, Finland",62.3246584,27.8961002,1,
Värmland,Sweden,"Värmland, Sweden",59.7294065,13.2354024,1,
Varna,Bulgaria,"Varna, Bulgaria",43.2140504,27.9147333,5,3
Varnamkhast,"Iran, Islamic Republic of","Varnamkhast, Iran, Islamic Republic of",32.355758,51.3811045,1,
Varpalota,Hungary,"Varpalota, Hungary",47.2005642,18.1614063,1,
Varvarin,Republic of Serbia,"Varvarin, Republic of Serbia",43.7217636,21.3563894,1,1
Varzaghan,"Iran, Islamic Republic of","Varzaghan, Iran, Islamic Republic of",38.5081039,46.6574626,1,
Várzea Paulista,Brazil,"Várzea Paulista, Brazil",-23.2140719,-46.8238911,1,
Vasa,Finland,"Vasa, Finland",63.095089,21.6164564,1,1
Vaslui,Romania,"Vaslui, Romania",46.6406915,27.7276468,1,
VästerAs,Sweden,"VästerAs, Sweden",59.6099005,16.5448091,2,1
Västerbotten,Sweden,"Västerbotten, Sweden",65.3337311,16.5161695,1,
Västernorrland,Sweden,"Västernorrland, Sweden",63.4276473,17.7292444,1,
Västervik,Sweden,"Västervik, Sweden",57.7577156,16.6369759,1,1
Västra Götaland,Sweden,"Västra Götaland, Sweden",58.2527926,13.0596425,1,
Vatican City,Holy See (Vatican City State),"Vatican City, Holy See (Vatican City State)",41.902916,12.453389,1,
Vaulx-en-Velin,France,"Vaulx-en-Velin, France",45.782029,4.922661,2,
Vavunia,Sri Lanka,"Vavunia, Sri Lanka",8.7542029,80.4982402,1,1
Växjö,Sweden,"Växjö, Sweden",56.8790044,14.8058522,6,5
Vázquez de Coronado,Costa Rica,"Vázquez de Coronado, Costa Rica",9.9929583,-83.985008,1,
Vechelde,Germany,"Vechelde, Germany",52.2595084,10.3671784,1,1
Vecses,Hungary,"Vecses, Hungary",47.4068857,19.2624362,1,
Vedeseta,Italy,"Vedeseta, Italy",45.8909258,9.5409842,1,1
Vedomice,Czechia,"Vedomice, Czechia",50.4338896,14.2539079,1,
Veendam,Netherlands,"Veendam, Netherlands",53.1062782,6.8750998,1,
Veenendaal,Netherlands,"Veenendaal, Netherlands",52.0263009,5.5544309,1,
Veghel,Netherlands,"Veghel, Netherlands",51.6157885,5.5392399,1,
Vegreville,Canada,"Vegreville, Canada",53.5051735,-112.0621385,1,
Vejle,Denmark,"Vejle, Denmark",55.7113112,9.5363541,3,2
Velbert,Germany,"Velbert, Germany",51.3370703,7.0426775,1,
Velden am Wörther See,Austria,"Velden am Wörther See, Austria",46.6139483,14.0417102,2,1
Vélez de Benaudalla,Spain,"Vélez de Benaudalla, Spain",36.8338034,-3.5142448,1,1
Velez-Blanco,Spain,"Velez-Blanco, Spain",37.6912699,-2.0953297,1,
Velika Kladuša,Bosnia and Herzegovina,"Velika Kladuša, Bosnia and Herzegovina",45.1838373,15.8065454,1,
Veliko Turnovo,Bulgaria,"Veliko Turnovo, Bulgaria",43.0756739,25.6171514,3,
Veliky Novgorod,Russia Federation,"Veliky Novgorod, Russia Federation",58.5255698,31.2741928,1,
Velilla del Rio Carrion,Spain,"Velilla del Rio Carrion, Spain",42.8258104,-4.8478632,1,
Vellmar,Germany,"Vellmar, Germany",51.3576785,9.4651587,1,1
Velsen,Netherlands,"Velsen, Netherlands",52.4520591,4.630587,1,
Vendas Novas,Portugal,"Vendas Novas, Portugal",38.6759628,-8.4615547,1,1
Venice,Italy,"Venice, Italy",45.4408474,12.3155151,11,6
Venissieux,France,"Venissieux, France",45.699594,4.8844649,1,
Vennesla,Norway,"Vennesla, Norway",58.2682449,7.9736069,1,
Venray,Netherlands,"Venray, Netherlands",51.5256257,5.9736992,1,
Ventura County,United States,"Ventura County, California, United States",34.3704884,-119.1390642,1,1
Veracruz,Mexico,"Veracruz, Mexico",19.173773,-96.1342241,1,1
Veracruz State,Mexico,"Veracruz State, Mexico",19.2601605,-96.5783387,1,1
Verano,United States,"Verano, California, United States",38.3026921,-122.4749807,1,1
Vercelli,Italy,"Vercelli, Italy",45.3202272,8.4185735,1,
Vercurago,Italy,"Vercurago, Italy",45.8129415,9.4240921,1,1
Verdellino,Italy,"Verdellino, Italy",45.6026213,9.6133998,1,1
Verdello,Italy,"Verdello, Italy",45.6051394,9.6303295,1,1
Verderio,Italy,"Verderio, Italy",45.6685388,9.4397807,1,1
Verdun,France,"Verdun, France",49.1598764,5.3844231,2,
Vergiate,Italy,"Vergiate, Italy",45.7217289,8.6942453,1,1
Verhnij Ufaley,Russia Federation,"Verhnij Ufaley, Russia Federation",56.0589027,60.2238679,1,
Veria,Greece,"Veria, Greece",40.5193604,22.2052228,1,1
Vernier,Switzerland,"Vernier, Switzerland",46.2122638,6.1052686,2,1
Vernio,Italy,"Vernio, Italy",44.0474839,11.1531349,1,
Vernole,Italy,"Vernole, Italy",40.2865632,18.3008406,1,
Vernouillet,France,"Vernouillet, France",48.973699,1.983023,1,
Verona,Italy,"Verona, Italy",45.4383842,10.9916215,4,1
Versalles,France,"Versalles, France",48.801408,2.130122,1,
Versmold,Germany,"Versmold, Germany",52.0412371,8.1484011,1,
Verteneglio,Croatia,"Verteneglio, Croatia",45.3789374,13.6246759,1,
Verviers,Belgium,"Verviers, Belgium",50.5910564,5.8655951,1,
Vestby,Norway,"Vestby, Norway",59.5670114,10.6851094,1,
Vestfold,Norway,"Vestfold, Norway",59.6017622,10.2543849,3,
Vestvagoy,Norway,"Vestvagoy, Norway",68.22122,13.7241274,1,
Veurne,Belgium,"Veurne, Belgium",51.073159,2.6680341,1,
Veys,France,"Veys, France",49.3088294,-1.1534257,1,
Veytaux,Switzerland,"Veytaux, Switzerland",46.4207102,6.9286409,1,
Vezins,France,"Vezins, France",47.121355,-0.713315,1,
VIacha,Bolivia,"VIacha, Bolivia",-16.6478387,-68.2921927,1,1
Viana do Castelo,Portugal,"Viana do Castelo, Portugal",41.6918275,-8.8344101,1,1
Vianden,Luxembourg,"Vianden, Luxembourg",49.9276046,6.1545274,1,
Vianen,Netherlands,"Vianen, Netherlands",51.9902756,5.1030332,1,
Viareggio,Italy,"Viareggio, Italy",43.8516258,10.2712297,1,
Vic,Spain,"Vic, Spain",41.9273762,2.2531929,2,1
Vicente Noble,Dominican Republic,"Vicente Noble, Dominican Republic",18.3864679,-71.1760431,1,
Vicenza,Italy,"Vicenza, Italy",45.5454787,11.5354214,4,2
Vichtenstein,Austria,"Vichtenstein, Austria",48.52602,13.65305,1,1
Vicopisano,Italy,"Vicopisano, Italy",43.6991454,10.5831013,1,
Victor Khanye,South Africa,"Victor Khanye, South Africa",-26.1633978,28.8130675,1,
Victoria,Canada,"Victoria, Canada",48.4284207,-123.3656444,4,1
Victoria Park,Canada,"Victoria Park, Canada",45.478406,-73.6027813,1,
Victoriaville,Canada,"Victoriaville, Canada",46.0556724,-71.9589559,1,
Vidin,Bulgaria,"Vidin, Bulgaria",43.996159,22.8679302,1,
Viehdorf,Austria,"Viehdorf, Austria",48.1505357,14.8944994,1,1
Vielha e Mijaran,Spain,"Vielha e Mijaran, Spain",42.7245643,0.7722974,1,
Vielmur-sur-Agout,France,"Vielmur-sur-Agout, France",43.619358,2.0901139,1,
Vielsalm,Belgium,"Vielsalm, Belgium",50.2840167,5.91469,1,
Vienna,Austria,"Vienna, Austria",48.2081743,16.3738189,14,2
Vienne,Austria,"Vienne, Austria",48.2081743,16.3738189,1,
Vientiane,"Lao, People's Democratic Republic","Vientiane, Lao, People's Democratic Republic",17.9757058,102.6331035,1,
Viernheim,Germany,"Viernheim, Germany",49.5412437,8.5784877,1,1
Viersen,Germany,"Viersen, Germany",51.2554987,6.3965235,1,
Vigan,France,"Vigan, France",43.992927,3.606322,1,
Viganò,Italy,"Viganò, Italy",45.7253708,9.3272062,1,1
Vigarano Mainarda,Italy,"Vigarano Mainarda, Italy",44.8591716,11.5026664,1,
Vignate,Italy,"Vignate, Italy",45.497205,9.3783175,1,1
Vignola,Italy,"Vignola, Italy",44.4835861,11.0131217,2,2
Vigo,Spain,"Vigo, Spain",42.2402169,-8.7210065,1,
Vigo di Fassa,Italy,"Vigo di Fassa, Italy",46.4208634,11.6748775,1,1
Vigodarzere,Italy,"Vigodarzere, Italy",45.4604411,11.879527,1,
Vigolo Vattaro,Italy,"Vigolo Vattaro, Italy",45.9966114,11.1821259,1,
Vigonovo,Italy,"Vigonovo, Italy",45.3857612,12.0074189,1,1
Vigonza,Italy,"Vigonza, Italy",45.4438896,11.9843835,1,1
Vihiga,Kenya,"Vihiga, Kenya",0.0815877,34.7229347,1,1
Vijayawada,India,"Vijayawada, India",16.5061743,80.6480153,1,1
Vila de Llívia,Spain,"Vila de Llívia, Spain",42.4633899,1.9802013,1,1
Vila Flores,Brazil,"Vila Flores, Brazil",-30.0199522,-51.2094675,1,
Vila Maria,Brazil,"Vila Maria, Brazil",-28.5483085,-52.1275481,1,
Vila Nova de Gaia,Portugal,"Vila Nova de Gaia, Portugal",41.1238759,-8.6117851,1,1
Vila Nova de Poiraes,Portugal,"Vila Nova de Poiraes, Portugal",40.2107667,-8.25907,1,1
Vila Pouca de Aguiar,Portugal,"Vila Pouca de Aguiar, Portugal",41.5002387,-7.6432318,1,1
Vila Real de Santo Antonio,Portugal,"Vila Real de Santo Antonio, Portugal",37.1937172,-7.4209255,1,
Viladecans,Spain,"Viladecans, Spain",41.3153816,2.0131702,3,
Vilademuls,Spain,"Vilademuls, Spain",42.1386367,2.8879555,1,
Vilafranca del Penedés,Spain,"Vilafranca del Penedés, Spain",41.3461265,1.6979398,1,
Vilafranca del Penedès,Spain,"Vilafranca del Penedès, Spain",41.3461265,1.6979398,1,1
Vilallonga del Camp,Spain,"Vilallonga del Camp, Spain",41.2093608,1.1977158,1,
Vilankulo,Mozambique,"Vilankulo, Mozambique",-21.9997305,35.3191889,1,1
Vilanova de Prades,Spain,"Vilanova de Prades, Spain",41.3474337,0.9572794,1,
Vilanova de Sau,Spain,"Vilanova de Sau, Spain",41.9467382,2.384139,1,1
Vilanova del Cami,Spain,"Vilanova del Cami, Spain",41.564678,1.6323607,1,
Vilanova del Valles,Spain,"Vilanova del Valles, Spain",41.5531532,2.3073743,1,
Vilanova i la Geltrú,Spain,"Vilanova i la Geltrú, Spain",41.2151504,1.727446,2,1
Vila-Seca,Spain,"Vila-Seca, Spain",41.1093489,1.1400998,1,
Vilassar de Dalt,Spain,"Vilassar de Dalt, Spain",41.5132248,2.3622582,2,1
Viljandi,Estonia,"Viljandi, Estonia",58.367135,25.5974277,2,1
Villa Bisonó,Dominican Republic,"Villa Bisonó, Dominican Republic",19.5594332,-70.8693486,1,
Villa Carlos Fonseca,Nicaragua,"Villa Carlos Fonseca, Nicaragua",11.9787948,-86.5072345,1,
Villa Carlos Paz,Argentina,"Villa Carlos Paz, Argentina",-31.4207828,-64.4992141,1,1
Villa Cortese,Italy,"Villa Cortese, Italy",45.5651905,8.8873257,1,1
Villa d'Adda,Italy,"Villa d'Adda, Italy",45.7175328,9.4563767,1,1
Villa d'Almè,Italy,"Villa d'Almè, Italy",45.7485704,9.6214015,1,1
Villa de Alvarez,Mexico,"Villa de Alvarez, Mexico",19.2637632,-103.7460904,1,
Villa di Serio,Italy,"Villa di Serio, Italy",45.7238302,9.743365,1,1
Villa di Tirano,Italy,"Villa di Tirano, Italy",46.205888,10.1340655,1,1
Villa d'Ogna,Italy,"Villa d'Ogna, Italy",45.9069631,9.9305448,1,1
